code,time,mkt,code,K,S,T,CorP,date,rf,IV,sabr,delta,diff,signal,position
510050P2112A03000,2021-05-12 10:00:00,0.0584,510050P2112A03000,3.0,3.438364689,0.6071428571428571,0,2021-05-12,0.02,0.22015819499007858,0.21537061555646753,-0.1706536700915966,0.00478757943361105,0,0.0
510050C2106M04100,2021-05-12 10:00:00,0.0033,510050C2106M04100,4.1,3.438364689,0.11904761904761905,1,2021-05-12,0.02,0.2588683608411024,0.2631071253910569,0.02877769691670775,-0.004238764549954532,0,0.0
510050P2112A03300,2021-05-12 10:00:00,0.1553,510050P2112A03300,3.3,3.438364689,0.6071428571428571,0,2021-05-12,0.02,0.22477439575607527,0.18685014825360133,-0.3477445202156336,0.037924247502473946,-1,-100.0
510050C2105M03500,2021-05-12 10:00:00,0.0264,510050C2105M03500,3.5,3.438364689,0.04365079365079365,1,2021-05-12,0.02,0.1742638847208193,0.17973418553659393,0.32786838780744215,-0.005470300815774626,0,0.0
510050P2105M03800,2021-05-12 10:00:00,0.3587,510050P2105M03800,3.8,3.438364689,0.04365079365079365,0,2021-05-12,0.02,0.19617410118493242,0.21933157308539672,-0.9917615256862221,-0.0231574719004643,1,454.10826697842634
510050C2112A03700,2021-05-12 10:00:00,0.1124,510050C2112A03700,3.7,3.438364689,0.6071428571428571,1,2021-05-12,0.02,0.18404355730343724,0.22513115396632502,0.3612884695111748,-0.041087596662887776,1,49.25460048490996
510050C2109M03100,2021-05-12 10:00:00,0.3631,510050C2109M03100,3.1,3.438364689,0.3690476190476191,1,2021-05-12,0.02,0.09487389743261286,0.19036423019093102,0.9746663251533896,-0.09549033275831816,1,18.257652661568
510050C2112A03500,2021-05-12 10:00:00,0.18,510050C2112A03500,3.5,3.438364689,0.6071428571428571,1,2021-05-12,0.02,0.17697489135654912,0.19769027033972567,0.5112343413154989,-0.020715378983176547,1,34.808145281843565
510050P2105M03200,2021-05-12 10:00:00,0.002,510050P2105M03200,3.2,3.438364689,0.04365079365079365,0,2021-05-12,0.02,0.1949540526935885,0.1678879374913576,-0.03548417381528057,0.0270661152022309,-1,-100.0
510050C2112A03600,2021-05-12 10:00:00,0.1424,510050C2112A03600,3.6,3.438364689,0.6071428571428571,1,2021-05-12,0.02,0.18030244097166992,0.21041096403920082,0.4323852045696649,-0.030108523067530896,1,41.15570800644817
510050C2112A03200,2021-05-12 10:00:00,0.3332,510050C2112A03200,3.2,3.438364689,0.6071428571428571,1,2021-05-12,0.02,0.153671601090533,0.19150537360115796,0.7767581333962907,-0.037833772510624974,1,22.90947266656901
510050C2112A03100,2021-05-12 10:00:00,0.4005,510050C2112A03100,3.1,3.438364689,0.6071428571428571,1,2021-05-12,0.02,0.13739258815065628,0.20162777913351765,0.8717325408093877,-0.06423519098286137,1,20.413508034304932
510050P2112A03700,2021-05-12 10:00:00,0.3943,510050P2112A03700,3.7,3.438364689,0.6071428571428571,0,2021-05-12,0.02,0.24730471717067762,0.22513115396632502,-0.5875373240215196,0.022173563204352598,-1,-100.0
510050P2106M04400,2021-05-12 10:00:00,0.9562,510050P2106M04400,4.4,3.438364689,0.11904761904761905,0,2021-05-12,0.02,0.3668893427673891,0.3001345482329148,-0.9689795654744371,0.0667547945344743,-1,-100.0
510050C2109M03800,2021-05-12 10:00:00,0.048,510050C2109M03800,3.8,3.438364689,0.3690476190476191,1,2021-05-12,0.02,0.1872927532076309,0.2317990731872889,0.22447072952669,-0.04450631997965801,1,79.27590052876633
510050C2105M03000,2021-05-12 10:00:00,0.44299999999999995,510050C2105M03000,3.0,3.438364689,0.04365079365079365,1,2021-05-12,0.02,0.3324607255890212,0.1865648777791368,0.9778254689980287,0.14589584780988438,-1,-100.0
510050P2109M03900,2021-05-12 10:00:00,0.5044,510050P2109M03900,3.9,3.438364689,0.3690476190476191,0,2021-05-12,0.02,0.2541091491278975,0.24652980057524268,-0.7552484224450383,0.007579348552654824,0,0.0
510050P2109M03100,2021-05-12 10:00:00,0.0462,510050P2109M03100,3.1,3.438364689,0.3690476190476191,0,2021-05-12,0.02,0.21410503825229749,0.19036423019093102,-0.1792454489675368,0.02374080806136647,-1,-100.0
510050C2105M03700,2021-05-12 10:00:00,0.0025,510050C2105M03700,3.7,3.438364689,0.04365079365079365,1,2021-05-12,0.02,0.19992294129412572,0.20549526480728475,0.04326732097841045,-0.005572323513159033,0,0.0
510050P2112A03600,2021-05-12 10:00:00,0.3223,510050P2112A03600,3.6,3.438364689,0.6071428571428571,0,2021-05-12,0.02,0.2385252310460953,0.21041096403920082,-0.5354210440775318,0.028114267006894483,-1,-100.0
510050P2105M04000,2021-05-12 10:00:00,0.5522,510050P2105M04000,4.0,3.438364689,0.04365079365079365,0,2021-05-12,0.02,0.2349357793279531,0.24646136398503302,-0.9988173926903594,-0.011525584657079924,0,0.0
510050P2105M03900,2021-05-12 10:00:00,0.4606,510050P2105M03900,3.9,3.438364689,0.04365079365079365,0,2021-05-12,0.02,0.30906370589216503,0.23305587458233823,-0.9716232228217403,0.0760078313098268,-1,-100.0
510050P2105M03000,2021-05-12 10:00:00,0.0005,510050P2105M03000,3.0,3.438364689,0.04365079365079365,0,2021-05-12,0.02,0.2737789313694814,0.1865648777791368,-0.007587146163545722,0.08721405359034459,-1,-100.0
510050P2109M03500,2021-05-12 10:00:00,0.2056,510050P2109M03500,3.5,3.438364689,0.3690476190476191,0,2021-05-12,0.02,0.22354010499117427,0.19019773241391133,-0.5034234571201395,0.03334237257726294,-1,-100.0
510050C2106M04200,2021-05-12 10:00:00,0.0029,510050C2106M04200,4.2,3.438364689,0.11904761904761905,1,2021-05-12,0.02,0.28238372486390084,0.2758945060249294,0.023824972933084384,0.006489218838971467,0,0.0
510050P2106M04100,2021-05-12 10:00:00,0.6574,510050P2106M04100,4.1,3.438364689,0.11904761904761905,0,2021-05-12,0.02,0.28296008198497924,0.2631071253910569,-0.9581330609102894,0.019852956593922333,0,0.0
510050C2109M03000,2021-05-12 10:00:00,0.4446,510050C2109M03000,3.0,3.438364689,0.3690476190476191,1,2021-05-12,0.02,,0.20305332838601237,,,0,0.0
510050P2109M03200,2021-05-12 10:00:00,0.0713,510050P2109M03200,3.2,3.438364689,0.3690476190476191,0,2021-05-12,0.02,0.21402456067766076,0.18139441785706853,-0.2500429354974161,0.032630142820592234,-1,-100.0
510050P2105M03300,2021-05-12 10:00:00,0.0075,510050P2105M03300,3.3,3.438364689,0.04365079365079365,0,2021-05-12,0.02,0.17370865560906815,0.16598966869296633,-0.12021053077920807,0.0077189869161018165,0,0.0
510050P2105M03500,2021-05-12 10:00:00,0.0825,510050P2105M03500,3.5,3.438364689,0.04365079365079365,0,2021-05-12,0.02,0.16464186319163449,0.17973418553659393,-0.6822250159920322,-0.015092322344959441,0,0.0
510050P2112A03900,2021-05-12 10:00:00,0.5452,510050P2112A03900,3.9,3.438364689,0.6071428571428571,0,2021-05-12,0.02,0.2586831545712463,0.2560052170387772,-0.6786722289436832,0.002677937532469088,0,0.0
510050C2109M03600,2021-05-12 10:00:00,0.0936,510050C2109M03600,3.6,3.438364689,0.3690476190476191,1,2021-05-12,0.02,0.17864368537994232,0.20279004992125643,0.38169970339750137,-0.024146364541314108,1,46.62073108043703
510050P2106M04300,2021-05-12 10:00:00,0.8616,510050P2106M04300,4.3,3.438364689,0.11904761904761905,0,2021-05-12,0.02,0.3854800148501829,0.2882333307019315,-0.9448562401315362,0.09724668414825138,-1,-100.0
510050P2109M03700,2021-05-12 10:00:00,0.3424,510050P2109M03700,3.7,3.438364689,0.3690476190476191,0,2021-05-12,0.02,0.23718023639632915,0.21703140281136918,-0.6501454478869879,0.020148833584959974,-1,-100.0
510050C2105M03600,2021-05-12 10:00:00,0.0081,510050C2105M03600,3.6,3.438364689,0.04365079365079365,1,2021-05-12,0.02,0.1845053054550943,0.19199320708973286,0.1251181354401093,-0.007487901634638555,0,0.0
510050P2105M03400,2021-05-12 10:00:00,0.0287,510050P2105M03400,3.4,3.438364689,0.04365079365079365,0,2021-05-12,0.02,0.16314228025593872,0.1703531069812964,-0.3550026343908157,-0.007210826725357694,0,0.0
510050P2109M04300,2021-05-12 10:00:00,0.887,510050P2109M04300,4.3,3.438364689,0.3690476190476191,0,2021-05-12,0.02,0.3342326040714705,0.3015904633825627,-0.8323415942559984,0.032642140688907806,-1,-100.0
510050C2109M04200,2021-05-12 10:00:00,0.0151,510050C2109M04200,4.2,3.438364689,0.3690476190476191,1,2021-05-12,0.02,0.21434815966641144,0.2885153079441878,0.07856192255028366,-0.07416714827777635,1,226.51074016407503
510050P2112A03500,2021-05-12 10:00:00,0.2597,510050P2112A03500,3.5,3.438364689,0.6071428571428571,0,2021-05-12,0.02,0.23345748268850558,0.19769027033972567,-0.4760631065464528,0.035767212348779914,-1,-100.0
510050P2112A03100,2021-05-12 10:00:00,0.0832,510050P2112A03100,3.1,3.438364689,0.6071428571428571,0,2021-05-12,0.02,0.22061422318363172,0.20162777913351765,-0.22385892558412623,0.01898644405011407,0,0.0
510050P2105M03100,2021-05-12 10:00:00,0.0008,510050P2105M03100,3.1,3.438364689,0.04365079365079365,0,2021-05-12,0.02,0.22902003886282177,0.1753098847131466,-0.01364995759771781,0.05371015414967517,-1,-100.0
510050P2105M03000,2021-05-12 10:30:00,0.0004,510050P2105M03000,3.0,3.445545139,0.03968253968253968,0,2021-05-12,0.02,0.283180778668409,0.19238479869391323,-0.006263567928909475,0.09079597997449579,-1,-100.0
510050P2106M04400,2021-05-12 10:30:00,0.9528,510050P2106M04400,4.4,3.445545139,0.11507936507936507,0,2021-05-12,0.02,0.40597089074404324,0.3049875718736848,-0.9544808736467968,0.10098331887035844,-1,-100.0
510050C2109M03700,2021-05-12 10:30:00,0.0694,510050C2109M03700,3.7,3.445545139,0.36507936507936506,1,2021-05-12,0.02,0.18402115393537136,0.22250231535478143,0.301690421949506,-0.038481161419410076,1,52.02912186160434
510050C2105M03600,2021-05-12 10:30:00,0.0083,510050C2105M03600,3.6,3.445545139,0.03968253968253968,1,2021-05-12,0.02,0.18874898941937307,0.19722052369027582,0.13000435277356887,-0.008471534270902747,0,0.0
510050P2106M04200,2021-05-12 10:30:00,0.7554,510050P2106M04200,4.2,3.445545139,0.11507936507936507,0,2021-05-12,0.02,0.3592453973716076,0.2807154617967097,-0.9388156736228195,0.0785299355748979,-1,-100.0
510050C2105M04000,2021-05-12 10:30:00,0.0004,510050C2105M04000,4.0,3.445545139,0.03968253968253968,1,2021-05-12,0.02,0.29471469128745825,0.251206140424759,0.006232452856907041,0.04350855086269928,-1,-100.0
510050P2109M04300,2021-05-12 10:30:00,0.887,510050P2109M04300,4.3,3.445545139,0.36507936507936506,0,2021-05-12,0.02,0.3466217063873783,0.3067366852249214,-0.8207385432470486,0.0398850211624569,-1,-100.0
510050P2109M04200,2021-05-12 10:30:00,0.7902,510050P2109M04200,4.2,3.445545139,0.36507936507936506,0,2021-05-12,0.02,0.32676068311279616,0.2936492161912622,-0.8070771575594933,0.03311146692153394,-1,-100.0
510050C2112A03600,2021-05-12 10:30:00,0.1445,510050C2112A03600,3.6,3.445545139,0.6031746031746031,1,2021-05-12,0.02,0.18002455649763457,0.21650094768825826,0.43744431840346487,-0.03647639119062368,1,35.882710250707305
510050C2106M04200,2021-05-12 10:30:00,0.0026,510050C2106M04200,4.2,3.445545139,0.11507936507936507,1,2021-05-12,0.02,0.27998588957468035,0.2807154617967097,0.022060517688125184,-0.000729572222029351,0,0.0
510050C2109M03100,2021-05-12 10:30:00,0.3694,510050C2109M03100,3.1,3.445545139,0.36507936507936506,1,2021-05-12,0.02,0.09091387466085775,0.1968066646424708,0.9814302579255045,-0.10589278998161304,1,15.993686358589056
510050P2109M03800,2021-05-12 10:30:00,0.42,510050P2109M03800,3.8,3.445545139,0.36507936507936506,0,2021-05-12,0.02,0.25201217845065743,0.23710706249918126,-0.698110347353916,0.014905115951476172,0,0.0
510050C2105M03100,2021-05-12 10:30:00,0.3505,510050C2105M03100,3.1,3.445545139,0.03968253968253968,1,2021-05-12,0.02,0.29168424311188684,0.1813051860856391,0.9686625982164814,0.11037905702624776,-1,-100.0
510050P2109M03700,2021-05-12 10:30:00,0.3378,510050P2109M03700,3.7,3.445545139,0.36507936507936506,0,2021-05-12,0.02,0.2382669235493791,0.22250231535478143,-0.6451339330484442,0.015764608194597657,0,0.0
510050P2109M03600,2021-05-12 10:30:00,0.2651,510050P2109M03600,3.6,3.445545139,0.36507936507936506,0,2021-05-12,0.02,0.22983994770118638,0.2085120087987324,-0.5768155455772093,0.021327938902453963,-1,-100.0
510050C2109M03500,2021-05-12 10:30:00,0.1319,510050C2109M03500,3.5,3.445545139,0.36507936507936506,1,2021-05-12,0.02,0.17506068177670306,0.19626256644084125,0.4894969031364368,-0.021201884664138193,1,32.066980664256754
510050C2112A03300,2021-05-12 10:30:00,0.2761,510050C2112A03300,3.3,3.445545139,0.6031746031746031,1,2021-05-12,0.02,0.16140055526819186,0.19386000819858346,0.6925968784023675,-0.0324594529303916,1,22.663526529743635
510050P2105M03700,2021-05-12 10:30:00,0.2518,510050P2105M03700,3.7,3.445545139,0.03968253968253968,0,2021-05-12,0.02,0.14708495961755083,0.21050579052593724,-0.9915763851286546,-0.0634208309083864,1,288.67159955439564
510050P2112A03100,2021-05-12 10:30:00,0.08199999999999999,510050P2112A03100,3.1,3.445545139,0.6031746031746031,0,2021-05-12,0.02,0.2217517209169162,0.20839255610729734,-0.22071400435020427,0.013359164809618851,0,0.0
510050P2109M03100,2021-05-12 10:30:00,0.0462,510050P2109M03100,3.1,3.445545139,0.36507936507936506,0,2021-05-12,0.02,0.21752916718160115,0.1968066646424708,-0.1774002789457727,0.020722502539130355,-1,-100.0
510050P2109M03000,2021-05-12 10:30:00,0.0287,510050P2109M03000,3.0,3.445545139,0.36507936507936506,0,2021-05-12,0.02,0.21840049173498444,0.20931684818378962,-0.12087337724398584,0.009083643551194814,0,0.0
510050C2106M04300,2021-05-12 10:30:00,0.0024,510050C2106M04300,4.3,3.445545139,0.11507936507936507,1,2021-05-12,0.02,0.30427948783113307,0.29306603707412016,0.019119906170343325,0.01121345075701291,0,0.0
510050P2112A03500,2021-05-12 10:30:00,0.2573,510050P2112A03500,3.5,3.445545139,0.6031746031746031,0,2021-05-12,0.02,0.23502489694176953,0.20414999116387636,-0.47152080836806853,0.030874905777893175,-1,-100.0
510050P2112A03400,2021-05-12 10:30:00,0.2009,510050P2112A03400,3.4,3.445545139,0.6031746031746031,0,2021-05-12,0.02,0.22950549076917645,0.19592179785494002,-0.40848024198914035,0.033583692914236435,-1,-100.0
510050P2105M03600,2021-05-12 10:30:00,0.1581,510050P2105M03600,3.6,3.445545139,0.03968253968253968,0,2021-05-12,0.02,0.17575032492640655,0.19722052369027582,-0.88731330269337,-0.02147019876386927,1,322.59173879913135
510050C2109M03300,2021-05-12 10:30:00,0.2303,510050C2109M03300,3.3,3.445545139,0.36507936507936506,1,2021-05-12,0.02,0.15817649873019882,0.18458611244752382,0.7176155357886393,-0.026409613717325003,1,21.87339452014436
510050P2112A03900,2021-05-12 10:30:00,0.5379,510050P2112A03900,3.9,3.445545139,0.6031746031746031,0,2021-05-12,0.02,0.2567580826295731,0.2615239165031089,-0.6776387159894093,-0.004765833873535796,0,0.0
510050C2112A03000,2021-05-12 10:30:00,0.473,510050C2112A03000,3.0,3.445545139,0.6031746031746031,1,2021-05-12,0.02,0.06627321389947423,0.22195603121680255,0.9984130841510036,-0.1556828173173283,1,15.721636642449745
510050P2106M04100,2021-05-12 10:30:00,0.6628,510050P2106M04100,4.1,3.445545139,0.11507936507936507,0,2021-05-12,0.02,0.3660960198461172,0.26792880915472694,-0.9065259419265883,0.09816721069139028,-1,-100.0
510050C2109M03600,2021-05-12 10:30:00,0.0963,510050C2109M03600,3.6,3.445545139,0.36507936507936506,1,2021-05-12,0.02,0.17965149365591201,0.2085120087987324,0.3888022424813516,-0.028860515142820398,1,40.37190636533572
510050P2105M03100,2021-05-12 10:30:00,0.0007,510050P2105M03100,3.1,3.445545139,0.03968253968253968,0,2021-05-12,0.02,0.2397063737130348,0.1813051860856391,-0.012108783767954212,0.05840118762739571,-1,-100.0
510050P2112A03800,2021-05-12 10:30:00,0.4609,510050P2112A03800,3.8,3.445545139,0.6031746031746031,0,2021-05-12,0.02,0.25135328272519175,0.24617962801800788,-0.6339000696402117,0.005173654707183867,0,0.0
510050P2105M03400,2021-05-12 10:30:00,0.026000000000000002,510050P2105M03400,3.4,3.445545139,0.03968253968253968,0,2021-05-12,0.02,0.16980099329254567,0.17623336696922495,-0.3322268774652499,-0.006432373676679287,0,0.0
510050C2109M04200,2021-05-12 10:30:00,0.0155,510050C2109M04200,4.2,3.445545139,0.36507936507936506,1,2021-05-12,0.02,0.21502239805371168,0.2936492161912622,0.0803281245843947,-0.07862681813755054,1,195.4071230879834
510050C2112A03900,2021-05-12 10:30:00,0.0686,510050C2112A03900,3.9,3.445545139,0.6031746031746031,1,2021-05-12,0.02,0.1889772726962862,0.2615239165031089,0.2455457912149559,-0.07254664380682271,1,63.92570465338773
510050C2109M04300,2021-05-12 10:30:00,0.0123,510050C2109M04300,4.3,3.445545139,0.36507936507936506,1,2021-05-12,0.02,0.22308805866404924,0.3067366852249214,0.06401343663822487,-0.08364862656087219,1,245.2092646861048
510050P2105M04000,2021-05-12 10:30:00,0.5536,510050P2105M04000,4.0,3.445545139,0.03968253968253968,0,2021-05-12,0.02,0.3720629554249861,0.251206140424759,-0.9753183160671195,0.1208568150002271,-1,-100.0
510050C2109M03400,2021-05-12 10:30:00,0.1738,510050C2109M03400,3.4,3.445545139,0.36507936507936506,1,2021-05-12,0.02,0.16523678304975423,0.18760114360712385,0.6011537804581499,-0.022364360557369622,1,26.110935734492024
510050P2112A03000,2021-05-12 10:30:00,0.0585,510050P2112A03000,3.0,3.445545139,0.6031746031746031,0,2021-05-12,0.02,0.22275810070143254,0.22195603121680255,-0.16937985241816855,0.0008020694846299914,0,0.0
510050C2106M04100,2021-05-12 10:30:00,0.0032,510050C2106M04100,4.1,3.445545139,0.11507936507936507,1,2021-05-12,0.02,0.2593923141582618,0.26792880915472694,0.028314711283243154,-0.008536494996465138,0,0.0
510050C2105M03800,2021-05-12 10:30:00,0.0009,510050C2105M03800,3.8,3.445545139,0.03968253968253968,1,2021-05-12,0.02,0.22608739508305117,0.22420316683264266,0.0164207884709433,0.001884228250408515,0,0.0
510050C2112A03700,2021-05-12 10:30:00,0.1119,510050C2112A03700,3.7,3.445545139,0.6031746031746031,1,2021-05-12,0.02,0.18164293388422142,0.2309428556738933,0.3635379003039952,-0.04929992178967188,1,43.17758262608631
510050C2112A03500,2021-05-12 10:30:00,0.1811,510050C2112A03500,3.5,3.445545139,0.6031746031746031,1,2021-05-12,0.02,0.1752443585279573,0.20414999116387636,0.5165406107779189,-0.028905632635919054,1,30.38809998782129
510050P2109M04000,2021-05-12 10:30:00,0.5969,510050P2109M04000,4.0,3.445545139,0.36507936507936506,0,2021-05-12,0.02,0.2823639751234575,0.2661164566762114,-0.7723118856867128,0.01624751844724609,0,0.0
510050C2109M03800,2021-05-12 10:30:00,0.0499,510050C2109M03800,3.8,3.445545139,0.36507936507936506,1,2021-05-12,0.02,0.1888254936360504,0.23710706249918126,0.23049919895817284,-0.04828156886313087,1,68.09866498034144
510050P2109M03500,2021-05-12 10:30:00,0.203,510050P2109M03500,3.5,3.445545139,0.36507936507936506,0,2021-05-12,0.02,0.22576401098719856,0.19626256644084125,-0.4972957095665377,0.02950144454635731,-1,-100.0
510050P2112A03700,2021-05-12 10:30:00,0.3822,510050P2112A03700,3.7,3.445545139,0.6031746031746031,0,2021-05-12,0.02,0.24036087053346358,0.2309428556738933,-0.5885137412440644,0.009418014859570278,0,0.0
510050C2105M03200,2021-05-12 10:30:00,0.2523,510050C2105M03200,3.2,3.445545139,0.03968253968253968,1,2021-05-12,0.02,0.24247267459838967,0.17402770096126483,0.9419315392341726,0.06844497363712485,-1,-100.0
510050P2109M03900,2021-05-12 10:30:00,0.5076,510050P2109M03900,3.9,3.445545139,0.36507936507936506,0,2021-05-12,0.02,0.26799211145359236,0.25174022351544373,-0.7386134088516,0.016251887938148635,0,0.0
510050C2106M04400,2021-05-12 10:30:00,0.0017,510050C2106M04400,4.4,3.445545139,0.11507936507936507,1,2021-05-12,0.02,0.31562575635719864,0.3049875718736848,0.013597302161969258,0.010638184483513835,0,0.0
510050C2109M04000,2021-05-12 10:30:00,0.0263,510050C2109M04000,4.0,3.445545139,0.36507936507936506,1,2021-05-12,0.02,0.1997893768685466,0.2661164566762114,0.1323795775328938,-0.06632707980766483,1,118.5733329915587
510050C2112A03200,2021-05-12 10:30:00,0.3353,510050C2112A03200,3.2,3.445545139,0.6031746031746031,1,2021-05-12,0.02,0.1499504418196875,0.19845246047991086,0.7871723159101645,-0.048502018660223356,1,19.94059929551823
510050C2112A03800,2021-05-12 10:30:00,0.0871,510050C2112A03800,3.8,3.445545139,0.6031746031746031,1,2021-05-12,0.02,0.1846871780228334,0.24617962801800788,0.29915076840884747,-0.061492449995174475,1,52.47082536868872
510050C2109M04100,2021-05-12 10:30:00,0.0198,510050C2109M04100,4.1,3.445545139,0.36507936507936506,1,2021-05-12,0.02,0.20677070701866196,0.2801041624172671,0.10185424432614493,-0.07333345539860514,1,154.10931406871677
510050P2105M03500,2021-05-12 10:30:00,0.0772,510050P2105M03500,3.5,3.445545139,0.03968253968253968,0,2021-05-12,0.02,0.17002012251914475,0.1852668882448382,-0.6637136944335652,-0.015246765725693445,0,0.0
510050C2105M03300,2021-05-12 10:30:00,0.1567,510050C2105M03300,3.3,3.445545139,0.03968253968253968,1,2021-05-12,0.02,0.19569983105782898,0.1721130608932812,0.8742994723159148,0.02358677016454777,-1,-100.0
510050P2105M03200,2021-05-12 10:30:00,0.0018,510050P2105M03200,3.2,3.445545139,0.03968253968253968,0,2021-05-12,0.02,0.20511970504361088,0.17402770096126483,-0.032214570817705734,0.031092004082346053,-1,-100.0
510050P2112A03600,2021-05-12 10:30:00,0.3223,510050P2112A03600,3.6,3.445545139,0.6031746031746031,0,2021-05-12,0.02,0.2427451030132094,0.21650094768825826,-0.529634477786689,0.02624415532495114,-1,-100.0
510050C2105M03900,2021-05-12 10:30:00,0.0003,510050C2105M03900,3.9,3.445545139,0.03968253968253968,1,2021-05-12,0.02,0.24204918208946197,0.23784482567598653,0.005720539698376489,0.004204356413475441,0,0.0
510050P2105M03900,2021-05-12 10:30:00,0.45,510050P2105M03900,3.9,3.445545139,0.03968253968253968,0,2021-05-12,0.02,0.1994547049378006,0.23784482567598653,-0.9989593740877456,-0.03839012073818593,1,286.5381201681498
510050C2109M03200,2021-05-12 10:30:00,0.2933,510050C2109M03200,3.2,3.445545139,0.36507936507936506,1,2021-05-12,0.02,0.13871252548339652,0.18800496815943937,0.8440221802007191,-0.04929244267604285,1,18.597482502600595
510050P2112A03300,2021-05-12 10:30:00,0.156,510050P2112A03300,3.3,3.445545139,0.6031746031746031,0,2021-05-12,0.02,0.22863467673138438,0.19386000819858346,-0.344658624840985,0.03477466853280092,-1,-100.0
510050C2105M03500,2021-05-12 10:30:00,0.0281,510050C2105M03500,3.5,3.445545139,0.03968253968253968,1,2021-05-12,0.02,0.1802589270346572,0.1852668882448382,0.3458189977978622,-0.005007961210180989,0,0.0
510050C2105M03700,2021-05-12 10:30:00,0.0024,510050C2105M03700,3.7,3.445545139,0.03968253968253968,1,2021-05-12,0.02,0.20334126255225396,0.21050579052593724,0.042793953285476104,-0.007164527973683277,0,0.0
510050P2109M03400,2021-05-12 10:30:00,0.1485,510050P2109M03400,3.4,3.445545139,0.36507936507936506,0,2021-05-12,0.02,0.22092925903153113,0.18760114360712385,-0.41249710913319815,0.03332811542440728,-1,-100.0
510050P2105M03800,2021-05-12 10:30:00,0.35,510050P2105M03800,3.8,3.445545139,0.03968253968253968,0,2021-05-12,0.02,0.16672648970159656,0.22420316683264266,-0.9981797124692491,-0.057476677131046094,1,286.76193034154903
510050C2105M03400,2021-05-12 10:30:00,0.0764,510050C2105M03400,3.4,3.445545139,0.03968253968253968,1,2021-05-12,0.02,0.17842132220416065,0.17623336696922495,0.6607425796468402,0.002187955234935701,0,0.0
510050C2105M03000,2021-05-12 10:30:00,0.4502,510050C2105M03000,3.0,3.445545139,0.03968253968253968,1,2021-05-12,0.02,0.35981584859972093,0.19238479869391323,0.9760789921180474,0.1674310499058077,-1,-100.0
510050P2109M04400,2021-05-12 10:30:00,0.9705,510050P2109M04400,4.4,3.445545139,0.36507936507936506,0,2021-05-12,0.02,0.3383230680490762,0.3193714473143165,-0.8550275608441993,0.0189516207347597,0,0.0
510050P2106M04300,2021-05-12 10:30:00,0.8567,510050P2106M04300,4.3,3.445545139,0.11507936507936507,0,2021-05-12,0.02,0.40326974500416535,0.29306603707412016,-0.9375019225605582,0.11020370793004519,-1,-100.0
510050C2109M03900,2021-05-12 10:30:00,0.0359,510050C2109M03900,3.9,3.445545139,0.36507936507936506,1,2021-05-12,0.02,0.19382415090722832,0.25174022351544373,0.1743765548235081,-0.05791607260821541,1,90.01604455356274
510050C2112A03400,2021-05-12 10:30:00,0.2245,510050C2112A03400,3.4,3.445545139,0.6031746031746031,1,2021-05-12,0.02,0.1690032407095401,0.19592179785494002,0.6021502203739728,-0.026918557145399924,1,26.067727282971116
510050P2112A03200,2021-05-12 10:30:00,0.114,510050P2112A03200,3.2,3.445545139,0.6031746031746031,0,2021-05-12,0.02,0.2235973712638816,0.19845246047991086,-0.28027270603864207,0.025144910783970742,-1,-100.0
510050P2109M04100,2021-05-12 10:30:00,0.6959,510050P2109M04100,4.1,3.445545139,0.36507936507936506,0,2021-05-12,0.02,0.309417067120984,0.2801041624172671,-0.7874665442016822,0.02931290470371689,-1,-100.0
510050P2109M03300,2021-05-12 10:30:00,0.1041,510050P2109M03300,3.3,3.445545139,0.36507936507936506,0,2021-05-12,0.02,0.21750521372703732,0.18458611244752382,-0.3264713225455438,0.0329191012795135,-1,-100.0
510050P2109M03200,2021-05-12 10:30:00,0.0703,510050P2109M03200,3.2,3.445545139,0.36507936507936506,0,2021-05-12,0.02,0.2162598402177696,0.18800496815943937,-0.2460389268797054,0.028254872058330216,-1,-100.0
510050C2112A03100,2021-05-12 10:30:00,0.39899999999999997,510050C2112A03100,3.1,3.445545139,0.6031746031746031,1,2021-05-12,0.02,0.12303547875386518,0.20839255610729734,0.8997253908402801,-0.08535707735343216,1,17.446087314964046
510050P2105M03300,2021-05-12 10:30:00,0.006999999999999999,510050P2105M03300,3.3,3.445545139,0.03968253968253968,0,2021-05-12,0.02,0.18443942844096783,0.1721130608932812,-0.11224690657793879,0.012326367547686623,0,0.0
510050C2109M04400,2021-05-12 10:30:00,0.0108,510050C2109M04400,4.4,3.445545139,0.36507936507936506,1,2021-05-12,0.02,0.2350171081776375,0.3193714473143165,0.05484922337171787,-0.084354339136679,1,286.1788510971594
510050C2109M03000,2021-05-12 10:30:00,0.4507,510050C2109M03000,3.0,3.445545139,0.36507936507936506,1,2021-05-12,0.02,,0.20931684818378962,,,0,0.0
510050C2106M04100,2021-05-12 11:00:00,0.003,510050C2106M04100,4.1,3.43385152,0.11507936507936507,1,2021-05-12,0.02,0.26103739701710466,0.2654101261924848,0.02668086799754259,-0.004372729175380119,0,0.0
510050C2109M04000,2021-05-12 11:00:00,0.0254,510050C2109M04000,4.0,3.43385152,0.36507936507936506,1,2021-05-12,0.02,0.20120621885163878,0.2634401330123593,0.1282986096857302,-0.06223391416072052,1,134.63195118623324
510050P2105M03800,2021-05-12 11:00:00,0.3627,510050P2105M03800,3.8,3.43385152,0.03968253968253968,0,2021-05-12,0.02,0.1736349930055346,0.22165533977823548,-0.9980675320943855,-0.048020346772700895,1,219.6711060534708
